A;B;C;D;E;F;G;H (49-52);I;J;K;L;M;N;O;P;Q;R;S;Pop
0.037847517;0.137894766;0.062588014;0.172222775;0.157787984;0.380308004;0.073234608;0.087756679;0.012160301;0.014168304;0.013921307;0.059702697;0.02792693;0.125563127;0.075137617;0.004719298;0.005111832;0.02035261;0.022227957;0.012300266
